P1|P2|P3|样本数|平均月薪|链接|1年以内|1-3年|3-5年|5-10年|10年以上|24岁以下|25岁-29岁|30岁-34岁|35岁-39岁|40岁-44岁|45岁以上
教育培训|教师|初中教师|5,144|￥7013|https://www.zhipin.com/salaryxc/c101120100_p190304.html||1-3年工作经验占比67%，平均月薪¥5,300；|3-5年工作经验占比29%，平均月薪¥7,100；|5-10年工作经验占比3%，平均月薪¥8,800；|10年以上工作经验占比1%，平均月薪¥10,635；|24岁以下占比61%；|25岁-29岁占比26%；|30岁-34岁占比6%；|35岁-39岁占比3%；|40岁-44岁占比1%；|45岁以上占比3%；
教育培训|教师|小学教师|35,473|￥4936|https://www.zhipin.com/salaryxc/c101120100_p190305.html|1年以内工作经验占比1%，平均月薪¥3,600；|1-3年工作经验占比86%，平均月薪¥4,300；|3-5年工作经验占比12%，平均月薪¥4,300；|5-10年工作经验占比1%，平均月薪¥6,400；||24岁以下占比79%；|25岁-29岁占比14%；|30岁-34岁占比4%；|35岁-39岁占比2%；|40岁-44岁占比1%；|
教育培训|教师|幼教|30,177|￥3766|https://www.zhipin.com/salaryxc/c101120100_p190306.html|1年以内工作经验占比11%，平均月薪¥3,900；|1-3年工作经验占比69%，平均月薪¥4,000；|3-5年工作经验占比13%，平均月薪¥4,000；|5-10年工作经验占比6%，平均月薪¥4,600；|10年以上工作经验占比1%，平均月薪¥5,400；|24岁以下占比74%；|25岁-29岁占比15%；|30岁-34岁占比6%；|35岁-39岁占比3%；|40岁-44岁占比1%；|45岁以上占比1%；
教育培训|教师|理科教师|3,660|￥5716|https://www.zhipin.com/salaryxc/c101120100_p190307.html||1-3年工作经验占比86%，平均月薪¥5,800；|3-5年工作经验占比12%，平均月薪¥8,800；|5-10年工作经验占比1%，平均月薪¥8,800；|10年以上工作经验占比1%，平均月薪¥13,181；|24岁以下占比70%；|25岁-29岁占比20%；|30岁-34岁占比5%；|35岁-39岁占比2%；|40岁-44岁占比1%；|45岁以上占比2%；
教育培训|教师|文科教师|5,111|￥6263|https://www.zhipin.com/salaryxc/c101120100_p190308.html||1-3年工作经验占比67%，平均月薪¥5,600；|3-5年工作经验占比23%，平均月薪¥7,300；|5-10年工作经验占比8%，平均月薪¥8,100；|10年以上工作经验占比2%，平均月薪¥12,133；|24岁以下占比61%；|25岁-29岁占比29%；|30岁-34岁占比7%；|35岁-39岁占比2%；||45岁以上占比1%；
教育培训|教师|英语教师|37,738|￥6836|https://www.zhipin.com/salaryxc/c101120100_p190309.html|1年以内工作经验占比18%，平均月薪¥6,100；|1-3年工作经验占比64%，平均月薪¥6,300；|3-5年工作经验占比17%，平均月薪¥7,400；|5-10年工作经验占比1%，平均月薪¥8,000；||24岁以下占比64%；|25岁-29岁占比23%；|30岁-34岁占比7%；|35岁-39岁占比4%；|40岁-44岁占比1%；|45岁以上占比1%；
教育培训|教师|音乐教师|7,246|￥6120|https://www.zhipin.com/salaryxc/c101120100_p190310.html|1年以内工作经验占比1%，平均月薪¥5,400；|1-3年工作经验占比76%，平均月薪¥5,600；|3-5年工作经验占比17%，平均月薪¥5,700；|5-10年工作经验占比5%，平均月薪¥7,200；|10年以上工作经验占比1%，平均月薪¥10,785；|24岁以下占比73%；|25岁-29岁占比18%；|30岁-34岁占比5%；|35岁-39岁占比3%；|40岁-44岁占比1%；|
教育培训|教师|美术教师|33,187|￥4766|https://www.zhipin.com/salaryxc/c101120100_p190311.html|1年以内工作经验占比15%，平均月薪¥4,900；|1-3年工作经验占比75%，平均月薪¥5,000；|3-5年工作经验占比8%，平均月薪¥5,600；|5-10年工作经验占比1%，平均月薪¥7,150；|10年以上工作经验占比1%，平均月薪¥0；|24岁以下占比79%；|25岁-29岁占比15%；|30岁-34岁占比4%；|35岁-39岁占比1%；||45岁以上占比1%；
教育培训|教师|体育教师/体育教练|11,631|￥5316|https://www.zhipin.com/salaryxc/c101120100_p190312.html|1年以内工作经验占比1%，平均月薪¥4,700；|1-3年工作经验占比93%，平均月薪¥5,300；|3-5年工作经验占比5%，平均月薪¥5,700；||10年以上工作经验占比1%，平均月薪¥9,437；|24岁以下占比83%；|25岁-29岁占比14%；|30岁-34岁占比2%；|35岁-39岁占比1%；||
教育培训|教师|就业老师|3,381|￥6730|https://www.zhipin.com/salaryxc/c101120100_p190313.html||1-3年工作经验占比61%，平均月薪¥5,000；|3-5年工作经验占比38%，平均月薪¥5,600；|5-10年工作经验占比1%，平均月薪¥6,000；||24岁以下占比38%；|25岁-29岁占比27%；|30岁-34岁占比17%；|35岁-39岁占比11%；|40岁-44岁占比4%；|45岁以上占比3%；
教育培训|教师|日语教师|993|￥7700|https://www.zhipin.com/salaryxc/c101120100_p190314.html||1-3年工作经验占比61%，平均月薪¥6,700；|3-5年工作经验占比25%，平均月薪¥7,000；|5-10年工作经验占比13%，平均月薪¥7,572；|10年以上工作经验占比1%，平均月薪¥11,343；|24岁以下占比45%；|25岁-29岁占比34%；|30岁-34岁占比12%；|35岁-39岁占比5%；|40岁-44岁占比2%；|45岁以上占比2%；
教育培训|教师|其他外语教师|836|￥7093|https://www.zhipin.com/salaryxc/c101120100_p190315.html||1-3年工作经验占比87%，平均月薪¥6,700；|3-5年工作经验占比7%，平均月薪¥6,740；|5-10年工作经验占比5%，平均月薪¥7,700；|10年以上工作经验占比1%，平均月薪¥7,800；|24岁以下占比54%；|25岁-29岁占比28%；|30岁-34岁占比9%；|35岁-39岁占比5%；|40岁-44岁占比2%；|45岁以上占比2%；
教育培训|教师|语文教师|16,772|￥6173|https://www.zhipin.com/salaryxc/c101120100_p190316.html|1年以内工作经验占比1%，平均月薪¥4,700；|1-3年工作经验占比71%，平均月薪¥5,600；|3-5年工作经验占比27%，平均月薪¥5,700；|5-10年工作经验占比1%，平均月薪¥7,150；||24岁以下占比65%；|25岁-29岁占比24%；|30岁-34岁占比6%；|35岁-39岁占比3%；|40岁-44岁占比1%；|45岁以上占比1%；
教育培训|教师|数学教师|18,545|￥6596|https://www.zhipin.com/salaryxc/c101120100_p190317.html||1-3年工作经验占比69%，平均月薪¥5,700；|3-5年工作经验占比30%，平均月薪¥5,900；|5-10年工作经验占比1%，平均月薪¥6,400；||24岁以下占比65%；|25岁-29岁占比23%；|30岁-34岁占比7%；|35岁-39岁占比3%；|40岁-44岁占比1%；|45岁以上占比1%；
教育培训|教师|物理教师|4,227|￥8146|https://www.zhipin.com/salaryxc/c101120100_p190318.html||1-3年工作经验占比55%，平均月薪¥6,500；|3-5年工作经验占比40%，平均月薪¥7,100；|5-10年工作经验占比4%，平均月薪¥8,500；|10年以上工作经验占比1%，平均月薪¥9,500；|24岁以下占比54%；|25岁-29岁占比27%；|30岁-34岁占比11%；|35岁-39岁占比3%；|40岁-44岁占比2%；|45岁以上占比3%；
教育培训|教师|化学教师|2,957|￥7083|https://www.zhipin.com/salaryxc/c101120100_p190319.html|1年以内工作经验占比1%，平均月薪¥6,100；|1-3年工作经验占比67%，平均月薪¥6,650；|3-5年工作经验占比26%，平均月薪¥7,900；|5-10年工作经验占比5%，平均月薪¥8,200；|10年以上工作经验占比1%，平均月薪¥12,283；|24岁以下占比51%；|25岁-29岁占比37%；|30岁-34岁占比6%；|35岁-39岁占比3%；|40岁-44岁占比1%；|45岁以上占比2%；
教育培训|教师|生物教师|1,247|￥7159|https://www.zhipin.com/salaryxc/c101120100_p190320.html||1-3年工作经验占比63%，平均月薪¥6,300；|3-5年工作经验占比22%，平均月薪¥8,300；|5-10年工作经验占比14%，平均月薪¥12,900；|10年以上工作经验占比1%，平均月薪¥19,323；|24岁以下占比44%；|25岁-29岁占比42%；|30岁-34岁占比7%；|35岁-39岁占比4%；|40岁-44岁占比2%；|45岁以上占比1%；
教育培训|教师|家教|10,645|￥5766|https://www.zhipin.com/salaryxc/c101120100_p190321.html||1-3年工作经验占比71%，平均月薪¥5,000；|3-5年工作经验占比28%，平均月薪¥6,000；||10年以上工作经验占比1%，平均月薪¥8,987；|24岁以下占比69%；|25岁-29岁占比19%；|30岁-34岁占比7%；|35岁-39岁占比3%；|40岁-44岁占比1%；|45岁以上占比1%；
教育培训|教师|托管老师|26,188|￥3650|https://www.zhipin.com/salaryxc/c101120100_p190322.html|1年以内工作经验占比20%，平均月薪¥3,600；|1-3年工作经验占比72%，平均月薪¥3,700；|3-5年工作经验占比7%，平均月薪¥4,000；|5-10年工作经验占比1%，平均月薪¥4,000；||24岁以下占比80%；|25岁-29岁占比12%；|30岁-34岁占比3%；|35岁-39岁占比2%；|40岁-44岁占比1%；|45岁以上占比2%；
教育培训|教师|早教老师|5,381|￥4866|https://www.zhipin.com/salaryxc/c101120100_p190323.html||1-3年工作经验占比69%，平均月薪¥4,400；|3-5年工作经验占比29%，平均月薪¥4,800；|5-10年工作经验占比1%，平均月薪¥9,700；|10年以上工作经验占比1%，平均月薪¥14,530；|24岁以下占比77%；|25岁-29岁占比13%；|30岁-34岁占比5%；|35岁-39岁占比2%；|40岁-44岁占比1%；|45岁以上占比2%；
教育培训|教师|感统训练教师|1,060|￥4086|https://www.zhipin.com/salaryxc/c101120100_p190324.html||1-3年工作经验占比85%，平均月薪¥4,700；||5-10年工作经验占比14%，平均月薪¥8,081；|10年以上工作经验占比1%，平均月薪¥12,105；|24岁以下占比74%；|25岁-29岁占比15%；|30岁-34岁占比4%；|35岁-39岁占比3%；|40岁-44岁占比2%；|45岁以上占比2%；
教育培训|教师|保育员|729|￥2596|https://www.zhipin.com/salaryxc/c101120100_p190326.html|1年以内工作经验占比2%，平均月薪¥2,300；|1-3年工作经验占比45%，平均月薪¥2,700；|3-5年工作经验占比35%，平均月薪¥3,794；|5-10年工作经验占比17%，平均月薪¥4,288；|10年以上工作经验占比1%，平均月薪¥6,423；|24岁以下占比18%；|25岁-29岁占比7%；|30岁-34岁占比18%；|35岁-39岁占比24%；|40岁-44岁占比15%；|45岁以上占比18%；
教育培训|职业培训|IT培训讲师|1,252|￥7689|https://www.zhipin.com/salaryxc/c101120100_p190406.html||1-3年工作经验占比93%，平均月薪¥8,150；|3-5年工作经验占比5%，平均月薪¥9,100；|5-10年工作经验占比1%，平均月薪¥9,200；|10年以上工作经验占比1%，平均月薪¥13,631；|24岁以下占比75%；|25岁-29岁占比17%；|30岁-34岁占比3%；|35岁-39岁占比2%；|40岁-44岁占比1%；|45岁以上占比2%；
教育培训|职业培训|财会培训讲师|1,194|￥7713|https://www.zhipin.com/salaryxc/c101120100_p190501.html||1-3年工作经验占比42%，平均月薪¥8,600；|3-5年工作经验占比46%，平均月薪¥12,600；|5-10年工作经验占比12%，平均月薪¥13,500；||24岁以下占比18%；|25岁-29岁占比15%；|30岁-34岁占比25%；|35岁-39岁占比22%；|40岁-44岁占比15%；|45岁以上占比5%；
教育培训|职业培训|拓展培训|8,719|￥4586|https://www.zhipin.com/salaryxc/c101120100_p190504.html||1-3年工作经验占比74%，平均月薪¥5,000；|3-5年工作经验占比24%，平均月薪¥5,150；||10年以上工作经验占比2%，平均月薪¥7,714；|24岁以下占比50%；|25岁-29岁占比35%；|30岁-34岁占比9%；|35岁-39岁占比4%；|40岁-44岁占比1%；|45岁以上占比1%；
教育培训|特长培训|舞蹈老师|16,277|￥5323|https://www.zhipin.com/salaryxc/c101120100_p190701.html|1年以内工作经验占比1%，平均月薪¥5,400；|1-3年工作经验占比82%，平均月薪¥6,200；|3-5年工作经验占比15%，平均月薪¥6,800；|5-10年工作经验占比1%，平均月薪¥8,800；|10年以上工作经验占比1%，平均月薪¥13,181；|24岁以下占比88%；|25岁-29岁占比9%；|30岁-34岁占比2%；|35岁-39岁占比1%；||
教育培训|特长培训|瑜伽老师|2,138|￥6623|https://www.zhipin.com/salaryxc/c101120100_p190702.html|1年以内工作经验占比2%，平均月薪¥5,800；|1-3年工作经验占比86%，平均月薪¥6,500；|3-5年工作经验占比8%，平均月薪¥6,500；|5-10年工作经验占比3%，平均月薪¥8,688；|10年以上工作经验占比1%，平均月薪¥9,300；|24岁以下占比48%；|25岁-29岁占比20%；|30岁-34岁占比15%；|35岁-39岁占比12%；|40岁-44岁占比3%；|45岁以上占比2%；
教育培训|特长培训|游泳教练|4,149|￥6673|https://www.zhipin.com/salaryxc/c101120100_p190704.html|1年以内工作经验占比1%，平均月薪¥5,700；|1-3年工作经验占比92%，平均月薪¥7,800；|3-5年工作经验占比6%，平均月薪¥10,500；||10年以上工作经验占比1%，平均月薪¥18,200；|24岁以下占比63%；|25岁-29岁占比21%；|30岁-34岁占比9%；|35岁-39岁占比3%；|40岁-44岁占比2%；|45岁以上占比2%；
教育培训|特长培训|健身教练|9,401|￥6976|https://www.zhipin.com/salaryxc/c101120100_p190705.html|1年以内工作经验占比1%，平均月薪¥6,200；|1-3年工作经验占比88%，平均月薪¥6,900；|3-5年工作经验占比10%，平均月薪¥7,100；|5-10年工作经验占比1%，平均月薪¥9,200；||24岁以下占比67%；|25岁-29岁占比21%；|30岁-34岁占比7%；|35岁-39岁占比3%；|40岁-44岁占比1%；|45岁以上占比1%；
教育培训|特长培训|篮球教练|15,487|￥5449|https://www.zhipin.com/salaryxc/c101120100_p190706.html|1年以内工作经验占比1%，平均月薪¥5,000；|1-3年工作经验占比76%，平均月薪¥5,900；|3-5年工作经验占比2%，平均月薪¥7,800；|5-10年工作经验占比20%，平均月薪¥8,815；|10年以上工作经验占比1%，平均月薪¥13,205；|24岁以下占比84%；|25岁-29岁占比12%；|30岁-34岁占比3%；|35岁-39岁占比1%；||
教育培训|特长培训|跆拳道教练|2,288|￥4186|https://www.zhipin.com/salaryxc/c101120100_p190707.html|1年以内工作经验占比1%，平均月薪¥4,400；|1-3年工作经验占比77%，平均月薪¥5,450；|3-5年工作经验占比2%，平均月薪¥5,900；|5-10年工作经验占比19%，平均月薪¥6,159；|10年以上工作经验占比1%，平均月薪¥9,226；|24岁以下占比84%；|25岁-29岁占比12%；|30岁-34岁占比3%；|35岁-39岁占比1%；||
教育培训|特长培训|武术教练|2,452|￥5480|https://www.zhipin.com/salaryxc/c101120100_p190708.html|1年以内工作经验占比1%，平均月薪¥5,400；|1-3年工作经验占比76%，平均月薪¥5,400；|3-5年工作经验占比5%，平均月薪¥6,500；|5-10年工作经验占比17%，平均月薪¥7,346；|10年以上工作经验占比1%，平均月薪¥11,004；|24岁以下占比79%；|25岁-29岁占比13%；|30岁-34岁占比5%；|35岁-39岁占比2%；||45岁以上占比1%；
教育培训|特长培训|轮滑教练|516|￥4180|https://www.zhipin.com/salaryxc/c101120100_p190709.html|1年以内工作经验占比3%，平均月薪¥4,000；|1-3年工作经验占比59%，平均月薪¥4,200；|3-5年工作经验占比12%，平均月薪¥5,600；|5-10年工作经验占比25%，平均月薪¥6,329；|10年以上工作经验占比1%，平均月薪¥9,480；|24岁以下占比83%；|25岁-29岁占比11%；|30岁-34岁占比5%；|||45岁以上占比1%；
教育培训|特长培训|表演教师|1,668|￥5993|https://www.zhipin.com/salaryxc/c101120100_p190710.html||1-3年工作经验占比82%，平均月薪¥5,771；|3-5年工作经验占比3%，平均月薪¥9,400；|5-10年工作经验占比14%，平均月薪¥10,624；|10年以上工作经验占比1%，平均月薪¥15,914；|24岁以下占比67%；|25岁-29岁占比24%；|30岁-34岁占比6%；|35岁-39岁占比2%；|40岁-44岁占比1%；|
教育培训|特长培训|机器人教师|8,694|￥5143|https://www.zhipin.com/salaryxc/c101120100_p190711.html||1-3年工作经验占比56%，平均月薪¥4,700；|3-5年工作经验占比29%，平均月薪¥5,000；|5-10年工作经验占比14%，平均月薪¥5,312；|10年以上工作经验占比1%，平均月薪¥7,957；|24岁以下占比86%；|25岁-29岁占比12%；|30岁-34岁占比2%；|||
教育培训|特长培训|书法教师|13,910|￥5203|https://www.zhipin.com/salaryxc/c101120100_p190712.html||1-3年工作经验占比80%，平均月薪¥5,000；|3-5年工作经验占比19%，平均月薪¥5,000；|5-10年工作经验占比1%，平均月薪¥5,400；||24岁以下占比71%；|25岁-29岁占比16%；|30岁-34岁占比5%；|35岁-39岁占比3%；|40岁-44岁占比2%；|45岁以上占比3%；
教育培训|特长培训|钢琴教师|1,807|￥5800|https://www.zhipin.com/salaryxc/c101120100_p190713.html|1年以内工作经验占比1%，平均月薪¥5,700；|1-3年工作经验占比65%，平均月薪¥6,400；|3-5年工作经验占比17%，平均月薪¥6,800；|5-10年工作经验占比16%，平均月薪¥7,685；|10年以上工作经验占比1%，平均月薪¥11,512；|24岁以下占比68%；|25岁-29岁占比23%；|30岁-34岁占比6%；|35岁-39岁占比2%；|40岁-44岁占比1%；|
