P1|P2|P3|样本数|平均月薪|链接|1年以内|1-3年|3-5年|5-10年|10年以上|24岁以下|25岁-29岁|30岁-34岁|35岁-39岁|40岁-44岁|45岁以上
传媒|影视媒体|音频编辑|3,515|￥4870|https://www.zhipin.com/salaryxc/c101120100_p170604.html|1年以内工作经验占比2%，平均月薪¥4,900；|1-3年工作经验占比58%，平均月薪¥5,000；|3-5年工作经验占比15%，平均月薪¥6,300；|5-10年工作经验占比23%，平均月薪¥7,120；|10年以上工作经验占比2%，平均月薪¥10,666；|24岁以下占比77%；|25岁-29岁占比19%；|30岁-34岁占比3%；|35岁-39岁占比1%；||
传媒|影视媒体|经纪人/星探|16,806|￥5616|https://www.zhipin.com/salaryxc/c101120100_p170605.html||1-3年工作经验占比82%，平均月薪¥5,600；|3-5年工作经验占比3%，平均月薪¥7,000；|5-10年工作经验占比14%，平均月薪¥7,911；|10年以上工作经验占比1%，平均月薪¥11,851；|24岁以下占比72%；|25岁-29岁占比19%；|30岁-34岁占比5%；|35岁-39岁占比2%；|40岁-44岁占比1%；|45岁以上占比1%；
传媒|影视媒体|后期制作|18,384|￥4556|https://www.zhipin.com/salaryxc/c101120100_p170606.html|1年以内工作经验占比24%，平均月薪¥5,000；|1-3年工作经验占比62%，平均月薪¥5,300；|3-5年工作经验占比13%，平均月薪¥6,400；|5-10年工作经验占比1%，平均月薪¥7,250；||24岁以下占比83%；|25岁-29岁占比13%；|30岁-34岁占比3%；|35岁-39岁占比1%；||
传媒|影视媒体|影视发行|506|￥5963|https://www.zhipin.com/salaryxc/c101120100_p170608.html||1-3年工作经验占比22%，平均月薪¥15,300；|3-5年工作经验占比63%，平均月薪¥21,500；|5-10年工作经验占比15%，平均月薪¥24,300；||24岁以下占比98%；|25岁-29岁占比2%；||||
传媒|影视媒体|影视策划|4,938|￥5233|https://www.zhipin.com/salaryxc/c101120100_p170609.html||1-3年工作经验占比7%，平均月薪¥6,200；|3-5年工作经验占比91%，平均月薪¥7,100；||10年以上工作经验占比2%，平均月薪¥10,934；|24岁以下占比84%；|25岁-29岁占比9%；|30岁-34岁占比3%；|35岁-39岁占比2%；|40岁-44岁占比1%；|45岁以上占比1%；
传媒|影视媒体|主播|315,547|￥7056|https://www.zhipin.com/salaryxc/c101120100_p170610.html|1年以内工作经验占比40%，平均月薪¥7,900；|1-3年工作经验占比57%，平均月薪¥8,000；|3-5年工作经验占比2%，平均月薪¥8,500；|5-10年工作经验占比1%，平均月薪¥17,000；||24岁以下占比69%；|25岁-29岁占比16%；|30岁-34岁占比8%；|35岁-39岁占比4%；|40岁-44岁占比1%；|45岁以上占比2%；
传媒|影视媒体|演员/配音员|37,916|￥5859|https://www.zhipin.com/salaryxc/c101120100_p170611.html|1年以内工作经验占比1%，平均月薪¥5,400；|1-3年工作经验占比81%，平均月薪¥6,200；|3-5年工作经验占比15%，平均月薪¥8,800；|5-10年工作经验占比2%，平均月薪¥9,400；|10年以上工作经验占比1%，平均月薪¥14,080；|24岁以下占比72%；|25岁-29岁占比14%；|30岁-34岁占比6%；|35岁-39岁占比4%；|40岁-44岁占比2%；|45岁以上占比2%；
传媒|影视媒体|放映员|179|￥3793|https://www.zhipin.com/salaryxc/c101120100_p170613.html||1-3年工作经验占比66%，平均月薪¥3,600；|3-5年工作经验占比23%，平均月薪¥5,058；|5-10年工作经验占比11%，平均月薪¥5,717；||24岁以下占比77%；|25岁-29岁占比11%；|30岁-34岁占比8%；|35岁-39岁占比2%；|40岁-44岁占比1%；|45岁以上占比1%；
传媒|影视媒体|录音/音效|1,234|￥5739|https://www.zhipin.com/salaryxc/c101120100_p170614.html|1年以内工作经验占比1%，平均月薪¥5,000；|1-3年工作经验占比89%，平均月薪¥5,300；|3-5年工作经验占比2%，平均月薪¥5,700；|5-10年工作经验占比6%，平均月薪¥6,850；|10年以上工作经验占比2%，平均月薪¥10,260；|24岁以下占比80%；|25岁-29岁占比14%；|30岁-34岁占比4%；|35岁-39岁占比1%；|40岁-44岁占比1%；|
传媒|影视媒体|制片人|3,232|￥5439|https://www.zhipin.com/salaryxc/c101120100_p170615.html|1年以内工作经验占比1%，平均月薪¥4,400；|1-3年工作经验占比41%，平均月薪¥6,000；|3-5年工作经验占比42%，平均月薪¥6,300；|5-10年工作经验占比15%，平均月薪¥7,120；|10年以上工作经验占比1%，平均月薪¥10,666；|24岁以下占比93%；|25岁-29岁占比6%；|30岁-34岁占比1%；|||
传媒|影视媒体|编剧|3,366|￥5806|https://www.zhipin.com/salaryxc/c101120100_p170616.html||1-3年工作经验占比75%，平均月薪¥7,700；|3-5年工作经验占比23%，平均月薪¥7,700；||10年以上工作经验占比2%，平均月薪¥11,534；|24岁以下占比66%；|25岁-29岁占比21%；|30岁-34岁占比8%；|35岁-39岁占比2%；|40岁-44岁占比2%；|45岁以上占比1%；
传媒|影视媒体|艺人助理|17,603|￥4250|https://www.zhipin.com/salaryxc/c101120100_p170617.html||1-3年工作经验占比85%，平均月薪¥4,500；||5-10年工作经验占比14%，平均月薪¥12,884；|10年以上工作经验占比1%，平均月薪¥19,300；|24岁以下占比90%；|25岁-29岁占比8%；|30岁-34岁占比1%；|35岁-39岁占比1%；||
传媒|影视媒体|主持人/DJ|4,985|￥6193|https://www.zhipin.com/salaryxc/c101120100_p170620.html||1-3年工作经验占比88%，平均月薪¥7,000；|3-5年工作经验占比11%，平均月薪¥7,400；||10年以上工作经验占比1%，平均月薪¥11,100；|24岁以下占比66%；|25岁-29岁占比18%；|30岁-34岁占比8%；|35岁-39岁占比4%；|40岁-44岁占比1%；|45岁以上占比3%；
传媒|影视媒体|中控/场控/助播|39,498|￥4713|https://www.zhipin.com/salaryxc/c101120100_p170621.html|1年以内工作经验占比39%，平均月薪¥4,700；|1-3年工作经验占比60%，平均月薪¥5,000；|3-5年工作经验占比1%，平均月薪¥5,300；|||24岁以下占比82%；|25岁-29岁占比13%；|30岁-34岁占比3%；|35岁-39岁占比1%；||45岁以上占比1%；
传媒|影视媒体|灯光师|396|￥5623|https://www.zhipin.com/salaryxc/c101120100_p170622.html|1年以内工作经验占比1%，平均月薪¥4,005；|1-3年工作经验占比75%，平均月薪¥5,000；|3-5年工作经验占比6%，平均月薪¥5,300；|5-10年工作经验占比18%，平均月薪¥5,300；||24岁以下占比68%；|25岁-29岁占比20%；|30岁-34岁占比9%；|35岁-39岁占比2%；||45岁以上占比1%；
传媒|影视媒体|剪辑师|115,031|￥5200|https://www.zhipin.com/salaryxc/c101120100_p170623.html|1年以内工作经验占比21%，平均月薪¥4,700；|1-3年工作经验占比73%，平均月薪¥5,300；|3-5年工作经验占比6%，平均月薪¥6,400；|||24岁以下占比84%；|25岁-29岁占比13%；|30岁-34岁占比2%；|35岁-39岁占比1%；||
传媒|影视媒体|影视特效|617|￥7816|https://www.zhipin.com/salaryxc/c101120100_p170624.html||1-3年工作经验占比67%，平均月薪¥6,000；|3-5年工作经验占比31%，平均月薪¥8,000；||10年以上工作经验占比2%，平均月薪¥11,983；|24岁以下占比76%；|25岁-29岁占比15%；|30岁-34岁占比7%；|35岁-39岁占比2%；||
传媒|影视媒体|带货主播|169,655|￥7986|https://www.zhipin.com/salaryxc/c101120100_p170625.html|1年以内工作经验占比25%，平均月薪¥7,400；|1-3年工作经验占比73%，平均月薪¥7,900；|3-5年工作经验占比2%，平均月薪¥8,300；|||24岁以下占比64%；|25岁-29岁占比21%；|30岁-34岁占比9%；|35岁-39岁占比4%；|40岁-44岁占比1%；|45岁以上占比1%；
传媒|影视媒体|剧本杀主持人|1,563|￥4213|https://www.zhipin.com/salaryxc/c101120100_p170626.html|1年以内工作经验占比1%，平均月薪¥4,000；|1-3年工作经验占比56%，平均月薪¥5,000；|3-5年工作经验占比28%，平均月薪¥7,026；|5-10年工作经验占比14%，平均月薪¥7,941；|10年以上工作经验占比1%，平均月薪¥11,895；|24岁以下占比93%；|25岁-29岁占比6%；|30岁-34岁占比1%；|||
传媒|影视媒体|剧本杀编剧|1|￥7489|https://www.zhipin.com/salaryxc/c101120100_p170627.html||1-3年工作经验占比22%，平均月薪¥15,300；|3-5年工作经验占比63%，平均月薪¥21,500；|5-10年工作经验占比15%，平均月薪¥24,300；||24岁以下占比100%；|||||
传媒|影视媒体|儿童引导师|471|￥4090|https://www.zhipin.com/salaryxc/c101120100_p170628.html|1年以内工作经验占比4%，平均月薪¥4,300；|1-3年工作经验占比19%，平均月薪¥5,400；|3-5年工作经验占比51%，平均月薪¥6,042；|5-10年工作经验占比25%，平均月薪¥6,829；|10年以上工作经验占比1%，平均月薪¥10,230；|24岁以下占比81%；|25岁-29岁占比13%；|30岁-34岁占比4%；|35岁-39岁占比2%；||
传媒|影视媒体|游戏主播|12,635|￥6413|https://www.zhipin.com/salaryxc/c101120100_p170629.html|1年以内工作经验占比7%，平均月薪¥9,100；|1-3年工作经验占比48%，平均月薪¥9,500；||5-10年工作经验占比42%，平均月薪¥12,000；|10年以上工作经验占比3%，平均月薪¥15,406；|24岁以下占比70%；|25岁-29岁占比18%；|30岁-34岁占比7%；|35岁-39岁占比3%；|40岁-44岁占比1%；|45岁以上占比1%；
传媒|影视媒体|模特|14,260|￥5880|https://www.zhipin.com/salaryxc/c101120100_p170630.html|1年以内工作经验占比3%，平均月薪¥5,300；|1-3年工作经验占比65%，平均月薪¥8,000；|3-5年工作经验占比4%，平均月薪¥8,400；|5-10年工作经验占比26%，平均月薪¥9,041；|10年以上工作经验占比2%，平均月薪¥13,544；|24岁以下占比86%；|25岁-29岁占比9%；|30岁-34岁占比2%；|35岁-39岁占比1%；|40岁-44岁占比1%；|45岁以上占比1%；
金融|投融资|投资经理|2,848|￥11413|https://www.zhipin.com/salaryxc/c101120100_p180101.html||1-3年工作经验占比45%，平均月薪¥11,500；|3-5年工作经验占比48%，平均月薪¥15,000；|5-10年工作经验占比7%，平均月薪¥15,000；||24岁以下占比19%；|25岁-29岁占比31%；|30岁-34岁占比23%；|35岁-39岁占比15%；|40岁-44岁占比8%；|45岁以上占比4%；
金融|投融资|行业研究|2,181|￥7136|https://www.zhipin.com/salaryxc/c101120100_p180103.html||1-3年工作经验占比35%，平均月薪¥6,500；|3-5年工作经验占比60%，平均月薪¥7,900；|5-10年工作经验占比4%，平均月薪¥8,200；|10年以上工作经验占比1%，平均月薪¥8,837；|24岁以下占比48%；|25岁-29岁占比30%；|30岁-34岁占比11%；|35岁-39岁占比6%；|40岁-44岁占比3%；|45岁以上占比2%；
金融|投融资|投资总监/VP|601|￥17113|https://www.zhipin.com/salaryxc/c101120100_p180112.html||1-3年工作经验占比19%，平均月薪¥16,200；|3-5年工作经验占比54%，平均月薪¥17,000；|5-10年工作经验占比26%，平均月薪¥17,900；|10年以上工作经验占比1%，平均月薪¥19,200；|24岁以下占比2%；|25岁-29岁占比8%；|30岁-34岁占比30%；|35岁-39岁占比29%；|40岁-44岁占比18%；|45岁以上占比13%；
金融|投融资|融资|5,602|￥11649|https://www.zhipin.com/salaryxc/c101120100_p180115.html||1-3年工作经验占比40%，平均月薪¥11,000；|3-5年工作经验占比41%，平均月薪¥12,300；|5-10年工作经验占比18%，平均月薪¥15,000；|10年以上工作经验占比1%，平均月薪¥17,000；|24岁以下占比25%；|25岁-29岁占比17%；|30岁-34岁占比20%；|35岁-39岁占比17%；|40岁-44岁占比12%；|45岁以上占比9%；
金融|投融资|并购|86|￥16336|https://www.zhipin.com/salaryxc/c101120100_p180116.html||1-3年工作经验占比2%，平均月薪¥13,500；|3-5年工作经验占比92%，平均月薪¥14,250；|5-10年工作经验占比5%，平均月薪¥16,500；|10年以上工作经验占比1%，平均月薪¥24,716；|24岁以下占比7%；|25岁-29岁占比35%；|30岁-34岁占比26%；|35岁-39岁占比15%；|40岁-44岁占比10%；|45岁以上占比7%；
金融|投融资|投后管理|92|￥11203|https://www.zhipin.com/salaryxc/c101120100_p180117.html||1-3年工作经验占比38%，平均月薪¥6,301；|3-5年工作经验占比33%，平均月薪¥11,600；|5-10年工作经验占比28%，平均月薪¥11,700；|10年以上工作经验占比1%，平均月薪¥17,376；|24岁以下占比17%；|25岁-29岁占比49%；|30岁-34岁占比27%；|35岁-39岁占比7%；||
金融|投融资|投资助理|2,595|￥5553|https://www.zhipin.com/salaryxc/c101120100_p180118.html|1年以内工作经验占比1%，平均月薪¥5,000；|1-3年工作经验占比53%，平均月薪¥5,200；|3-5年工作经验占比29%，平均月薪¥5,800；|5-10年工作经验占比16%，平均月薪¥6,555；|10年以上工作经验占比1%，平均月薪¥9,819；|24岁以下占比60%；|25岁-29岁占比23%；|30岁-34岁占比9%；|35岁-39岁占比5%；|40岁-44岁占比2%；|45岁以上占比1%；
金融|投融资|投资者关系/证券事务代表|344|￥13336|https://www.zhipin.com/salaryxc/c101120100_p180120.html||1-3年工作经验占比5%，平均月薪¥9,234；|3-5年工作经验占比86%，平均月薪¥16,450；|5-10年工作经验占比8%，平均月薪¥17,000；|10年以上工作经验占比1%，平均月薪¥25,465；|24岁以下占比28%；|25岁-29岁占比40%；|30岁-34岁占比19%；|35岁-39岁占比11%；|40岁-44岁占比1%；|45岁以上占比1%；
金融|中后台|风控|16,939|￥7853|https://www.zhipin.com/salaryxc/c101120100_p150307.html||1-3年工作经验占比77%，平均月薪¥6,000；|3-5年工作经验占比19%，平均月薪¥7,900；|5-10年工作经验占比3%，平均月薪¥13,500；|10年以上工作经验占比1%，平均月薪¥19,250；|24岁以下占比61%；|25岁-29岁占比20%；|30岁-34岁占比10%；|35岁-39岁占比6%；|40岁-44岁占比2%；|45岁以上占比1%；
金融|中后台|资产评估|2,032|￥6556|https://www.zhipin.com/salaryxc/c101120100_p180104.html||1-3年工作经验占比30%，平均月薪¥7,150；|3-5年工作经验占比68%，平均月薪¥8,000；|5-10年工作经验占比1%，平均月薪¥13,500；|10年以上工作经验占比1%，平均月薪¥20,222；|24岁以下占比22%；|25岁-29岁占比23%；|30岁-34岁占比28%；|35岁-39岁占比17%；|40岁-44岁占比6%；|45岁以上占比4%；
金融|中后台|资信评估|153|￥6346|https://www.zhipin.com/salaryxc/c101120100_p180203.html||1-3年工作经验占比76%，平均月薪¥6,400；|3-5年工作经验占比9%，平均月薪¥7,233；|5-10年工作经验占比14%，平均月薪¥8,000；|10年以上工作经验占比1%，平均月薪¥10,835；|24岁以下占比44%；|25岁-29岁占比15%；|30岁-34岁占比20%；|35岁-39岁占比14%；|40岁-44岁占比6%；|45岁以上占比1%；
金融|中后台|合规稽查|3,705|￥7233|https://www.zhipin.com/salaryxc/c101120100_p180204.html||1-3年工作经验占比67%，平均月薪¥5,900；|3-5年工作经验占比32%，平均月薪¥8,400；|5-10年工作经验占比1%，平均月薪¥13,150；||24岁以下占比50%；|25岁-29岁占比27%；|30岁-34岁占比14%；|35岁-39岁占比6%；|40岁-44岁占比2%；|45岁以上占比1%；
金融|中后台|清算|326|￥6060|https://www.zhipin.com/salaryxc/c101120100_p180304.html||1-3年工作经验占比62%，平均月薪¥5,620；|3-5年工作经验占比25%，平均月薪¥6,352；|5-10年工作经验占比12%，平均月薪¥7,200；|10年以上工作经验占比1%，平均月薪¥9,516；|24岁以下占比66%；|25岁-29岁占比21%；|30岁-34岁占比10%；|35岁-39岁占比3%；||
金融|中后台|金融产品经理|8,494|￥7970|https://www.zhipin.com/salaryxc/c101120100_p180501.html|1年以内工作经验占比1%，平均月薪¥7,100；|1-3年工作经验占比59%，平均月薪¥7,200；|3-5年工作经验占比37%，平均月薪¥8,800；|5-10年工作经验占比2%，平均月薪¥17,600；|10年以上工作经验占比1%，平均月薪¥26,363；|24岁以下占比41%；|25岁-29岁占比22%；|30岁-34岁占比17%；|35岁-39岁占比12%；|40岁-44岁占比6%；|45岁以上占比2%；
金融|中后台|催收员|35,170|￥6896|https://www.zhipin.com/salaryxc/c101120100_p180503.html|1年以内工作经验占比1%，平均月薪¥6,700；|1-3年工作经验占比86%，平均月薪¥7,100；|3-5年工作经验占比11%，平均月薪¥7,500；||10年以上工作经验占比2%，平均月薪¥12,432；|24岁以下占比53%；|25岁-29岁占比23%；|30岁-34岁占比13%；|35岁-39岁占比7%；|40岁-44岁占比3%；|45岁以上占比1%；
金融|银行|柜员|1,031|￥4533|https://www.zhipin.com/salaryxc/c101120100_p180402.html|1年以内工作经验占比2%，平均月薪¥7,900；|1-3年工作经验占比41%，平均月薪¥8,200；|3-5年工作经验占比38%，平均月薪¥11,522；|5-10年工作经验占比18%，平均月薪¥13,023；|10年以上工作经验占比1%，平均月薪¥19,508；|24岁以下占比65%；|25岁-29岁占比20%；|30岁-34岁占比8%；|35岁-39岁占比4%；|40岁-44岁占比2%；|45岁以上占比1%；
金融|银行|客户经理|4,543|￥10360|https://www.zhipin.com/salaryxc/c101120100_p180403.html||1-3年工作经验占比77%，平均月薪¥11,350；|3-5年工作经验占比20%，平均月薪¥13,500；|5-10年工作经验占比2%，平均月薪¥17,000；|10年以上工作经验占比1%，平均月薪¥25,465；|24岁以下占比36%；|25岁-29岁占比31%；|30岁-34岁占比20%；|35岁-39岁占比9%；|40岁-44岁占比3%；|45岁以上占比1%；
金融|银行|银行大堂经理|8,218|￥4763|https://www.zhipin.com/salaryxc/c101120100_p180404.html||1-3年工作经验占比80%，平均月薪¥5,700；|3-5年工作经验占比2%，平均月薪¥17,000；|5-10年工作经验占比16%，平均月薪¥19,213；|10年以上工作经验占比2%，平均月薪¥28,781；|24岁以下占比76%；|25岁-29岁占比18%；|30岁-34岁占比3%；|35岁-39岁占比1%；||45岁以上占比2%；
金融|银行|信贷专员|66,280|￥8646|https://www.zhipin.com/salaryxc/c101120100_p180406.html|1年以内工作经验占比76%，平均月薪¥6,000；|1-3年工作经验占比22%，平均月薪¥8,000；|3-5年工作经验占比2%，平均月薪¥8,500；|||24岁以下占比56%；|25岁-29岁占比21%；|30岁-34岁占比12%；|35岁-39岁占比6%；|40岁-44岁占比3%；|45岁以上占比2%；
金融|保险|保险精算师|2|￥12830|https://www.zhipin.com/salaryxc/c101120100_p180702.html||1-3年工作经验占比13%，平均月薪¥6,359；|3-5年工作经验占比58%，平均月薪¥10,100；|5-10年工作经验占比28%，平均月薪¥14,700；|10年以上工作经验占比1%，平均月薪¥15,129；||||35岁-39岁占比50%；|40岁-44岁占比50%；|
金融|保险|保险理赔|4,506|￥5986|https://www.zhipin.com/salaryxc/c101120100_p180703.html|1年以内工作经验占比1%，平均月薪¥4,900；|1-3年工作经验占比35%，平均月薪¥6,000；|3-5年工作经验占比57%，平均月薪¥6,600；|5-10年工作经验占比6%，平均月薪¥9,100；|10年以上工作经验占比1%，平均月薪¥13,631；|24岁以下占比35%；|25岁-29岁占比27%；|30岁-34岁占比20%；|35岁-39岁占比12%；|40岁-44岁占比4%；|45岁以上占比2%；
金融|证券/基金/期货|证券交易员|2,612|￥6406|https://www.zhipin.com/salaryxc/c101120100_p180106.html|1年以内工作经验占比1%，平均月薪¥5,000；|1-3年工作经验占比41%，平均月薪¥6,200；|3-5年工作经验占比55%，平均月薪¥8,600；|5-10年工作经验占比2%，平均月薪¥10,600；|10年以上工作经验占比1%，平均月薪¥15,878；|24岁以下占比29%；|25岁-29岁占比20%；|30岁-34岁占比20%；|35岁-39岁占比16%；|40岁-44岁占比8%；|45岁以上占比7%；
金融|证券/基金/期货|卖方分析师|1,833|￥9693|https://www.zhipin.com/salaryxc/c101120100_p180802.html||1-3年工作经验占比72%，平均月薪¥6,500；|3-5年工作经验占比25%，平均月薪¥7,500；|5-10年工作经验占比2%，平均月薪¥8,800；|10年以上工作经验占比1%，平均月薪¥9,736；|24岁以下占比54%；|25岁-29岁占比24%；|30岁-34岁占比9%；|35岁-39岁占比8%；|40岁-44岁占比3%；|45岁以上占比2%；
金融|证券/基金/期货|买方分析师|26|￥10093|https://www.zhipin.com/salaryxc/c101120100_p180803.html||1-3年工作经验占比60%，平均月薪¥11,250；|3-5年工作经验占比26%，平均月薪¥15,808；|5-10年工作经验占比12%，平均月薪¥17,867；|10年以上工作经验占比2%，平均月薪¥26,764；|24岁以下占比35%；|25岁-29岁占比15%；|30岁-34岁占比27%；|35岁-39岁占比15%；|40岁-44岁占比8%；|
金融|证券/基金/期货|基金经理|2,391|￥11110|https://www.zhipin.com/salaryxc/c101120100_p180805.html||1-3年工作经验占比93%，平均月薪¥12,900；|3-5年工作经验占比6%，平均月薪¥14,500；||10年以上工作经验占比1%，平均月薪¥62,763；|24岁以下占比41%；|25岁-29岁占比27%；|30岁-34岁占比16%；|35岁-39岁占比10%；|40岁-44岁占比4%；|45岁以上占比2%；
金融|证券/基金/期货|投资银行业务|170|￥10413|https://www.zhipin.com/salaryxc/c101120100_p180806.html||1-3年工作经验占比41%，平均月薪¥11,400；|3-5年工作经验占比40%，平均月薪¥14,100；|5-10年工作经验占比18%，平均月薪¥18,150；|10年以上工作经验占比1%，平均月薪¥27,187；|24岁以下占比41%；|25岁-29岁占比33%；|30岁-34岁占比16%；|35岁-39岁占比8%；|40岁-44岁占比2%；|
金融|证券/基金/期货|量化研究员|39|￥10826|https://www.zhipin.com/salaryxc/c101120100_p180807.html|1年以内工作经验占比1%，平均月薪¥5,900；|1-3年工作经验占比16%，平均月薪¥8,112；|3-5年工作经验占比69%，平均月薪¥11,400；|5-10年工作经验占比13%，平均月薪¥12,884；|10年以上工作经验占比1%，平均月薪¥19,300；|24岁以下占比63%；|25岁-29岁占比5%；|30岁-34岁占比18%；|35岁-39岁占比8%；|40岁-44岁占比3%；|45岁以上占比3%；
教育培训|教育产品研发|课程设计|8,289|￥6586|https://www.zhipin.com/salaryxc/c101120100_p190101.html||1-3年工作经验占比64%，平均月薪¥6,000；|3-5年工作经验占比32%，平均月薪¥7,000；|5-10年工作经验占比4%，平均月薪¥7,200；||24岁以下占比44%；|25岁-29岁占比33%；|30岁-34岁占比14%；|35岁-39岁占比6%；|40岁-44岁占比2%；|45岁以上占比1%；
教育培训|教育产品研发|课程编辑|15,443|￥6290|https://www.zhipin.com/salaryxc/c101120100_p190102.html||1-3年工作经验占比63%，平均月薪¥6,000；|3-5年工作经验占比33%，平均月薪¥6,100；|5-10年工作经验占比3%，平均月薪¥7,650；|10年以上工作经验占比1%，平均月薪¥11,459；|24岁以下占比54%；|25岁-29岁占比31%；|30岁-34岁占比9%；|35岁-39岁占比4%；|40岁-44岁占比1%；|45岁以上占比1%；
教育培训|教育产品研发|培训研究|1,740|￥6150|https://www.zhipin.com/salaryxc/c101120100_p190104.html|1年以内工作经验占比2%，平均月薪¥5,200；|1-3年工作经验占比57%，平均月薪¥6,700；|3-5年工作经验占比33%，平均月薪¥7,100；|5-10年工作经验占比6%，平均月薪¥9,400；|10年以上工作经验占比2%，平均月薪¥14,080；|24岁以下占比42%；|25岁-29岁占比29%；|30岁-34岁占比13%；|35岁-39岁占比8%；|40岁-44岁占比4%；|45岁以上占比4%；
教育培训|教育产品研发|培训师|15,011|￥8410|https://www.zhipin.com/salaryxc/c101120100_p190105.html||1-3年工作经验占比56%，平均月薪¥7,200；|3-5年工作经验占比41%，平均月薪¥8,000；|5-10年工作经验占比2%，平均月薪¥8,600；|10年以上工作经验占比1%，平均月薪¥12,600；|24岁以下占比30%；|25岁-29岁占比31%；|30岁-34岁占比18%；|35岁-39岁占比11%；|40岁-44岁占比6%；|45岁以上占比4%；
教育培训|教育产品研发|培训策划|1,328|￥6003|https://www.zhipin.com/salaryxc/c101120100_p190107.html||1-3年工作经验占比69%，平均月薪¥6,700；|3-5年工作经验占比17%，平均月薪¥6,700；|5-10年工作经验占比13%，平均月薪¥7,572；|10年以上工作经验占比1%，平均月薪¥11,343；|24岁以下占比47%；|25岁-29岁占比31%；|30岁-34岁占比13%；|35岁-39岁占比6%；|40岁-44岁占比2%；|45岁以上占比1%；
教育培训|教育行政|校长/副校长|28,359|￥9646|https://www.zhipin.com/salaryxc/c101120100_p190201.html|1年以内工作经验占比3%，平均月薪¥8,600；|1-3年工作经验占比32%，平均月薪¥9,400；|3-5年工作经验占比45%，平均月薪¥10,200；|5-10年工作经验占比18%，平均月薪¥10,600；|10年以上工作经验占比2%，平均月薪¥14,300；|24岁以下占比21%；|25岁-29岁占比26%；|30岁-34岁占比26%；|35岁-39岁占比17%；|40岁-44岁占比6%；|45岁以上占比4%；
教育培训|教育行政|教务管理|100,516|￥5050|https://www.zhipin.com/salaryxc/c101120100_p190202.html|1年以内工作经验占比18%，平均月薪¥4,400；|1-3年工作经验占比73%，平均月薪¥4,700；|3-5年工作经验占比8%，平均月薪¥4,700；|5-10年工作经验占比1%，平均月薪¥6,700；||24岁以下占比68%；|25岁-29岁占比21%；|30岁-34岁占比6%；|35岁-39岁占比3%；|40岁-44岁占比1%；|45岁以上占比1%；
教育培训|教育行政|教学管理|12,154|￥6113|https://www.zhipin.com/salaryxc/c101120100_p190203.html||1-3年工作经验占比52%，平均月薪¥5,400；|3-5年工作经验占比42%，平均月薪¥8,800；|5-10年工作经验占比6%，平均月薪¥9,400；||24岁以下占比58%；|25岁-29岁占比24%；|30岁-34岁占比10%；|35岁-39岁占比5%；|40岁-44岁占比2%；|45岁以上占比1%；
教育培训|教育行政|班主任/辅导员|249,639|￥6266|https://www.zhipin.com/salaryxc/c101120100_p190204.html|1年以内工作经验占比58%，平均月薪¥5,000；|1-3年工作经验占比40%，平均月薪¥5,700；|3-5年工作经验占比1%，平均月薪¥7,500；||10年以上工作经验占比1%，平均月薪¥0；|24岁以下占比80%；|25岁-29岁占比16%；|30岁-34岁占比3%；|35岁-39岁占比1%；||
教育培训|教育行政|园长/副园长|2,052|￥7020|https://www.zhipin.com/salaryxc/c101120100_p190205.html||1-3年工作经验占比14%，平均月薪¥6,300；|3-5年工作经验占比75%，平均月薪¥7,150；|5-10年工作经验占比11%，平均月薪¥7,200；||24岁以下占比18%；|25岁-29岁占比19%；|30岁-34岁占比20%；|35岁-39岁占比23%；|40岁-44岁占比13%；|45岁以上占比7%；
教育培训|教师|地理教师|502|￥6503|https://www.zhipin.com/salaryxc/c101120100_p190245.html||1-3年工作经验占比42%，平均月薪¥6,000；|3-5年工作经验占比44%，平均月薪¥7,400；|5-10年工作经验占比13%，平均月薪¥8,700；|10年以上工作经验占比1%，平均月薪¥13,032；|24岁以下占比58%；|25岁-29岁占比24%；|30岁-34岁占比10%；|35岁-39岁占比3%；|40岁-44岁占比2%；|45岁以上占比3%；
教育培训|教师|教师|181,854|￥6000|https://www.zhipin.com/salaryxc/c101120100_p190301.html|1年以内工作经验占比19%，平均月薪¥5,400；|1-3年工作经验占比65%，平均月薪¥5,700；|3-5年工作经验占比15%，平均月薪¥7,400；|5-10年工作经验占比1%，平均月薪¥8,500；||24岁以下占比65%；|25岁-29岁占比25%；|30岁-34岁占比6%；|35岁-39岁占比2%；|40岁-44岁占比1%；|45岁以上占比1%；
教育培训|教师|助教|330,218|￥5953|https://www.zhipin.com/salaryxc/c101120100_p190302.html|1年以内工作经验占比57%，平均月薪¥4,000；|1-3年工作经验占比43%，平均月薪¥6,300；||||24岁以下占比82%；|25岁-29岁占比13%；|30岁-34岁占比3%；|35岁-39岁占比1%；||45岁以上占比1%；
教育培训|教师|高中教师|30,271|￥8459|https://www.zhipin.com/salaryxc/c101120100_p190303.html|1年以内工作经验占比1%，平均月薪¥7,400；|1-3年工作经验占比60%，平均月薪¥7,900；|3-5年工作经验占比30%，平均月薪¥10,800；|5-10年工作经验占比9%，平均月薪¥11,400；||24岁以下占比59%；|25岁-29岁占比28%；|30岁-34岁占比7%；|35岁-39岁占比3%；|40岁-44岁占比1%；|45岁以上占比2%；
